id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6651216,Architect-designed two bed flat,34713341,Anna,,Lambeth,51.46265048003276,-0.13862211983830441,Entire home/apt,110,5,1,2015-06-27,0.43,1,66
7040518,Sunny spacious Brixton flat,146604,Jo,,Lambeth,51.45231737386084,-0.11739424518131197,Entire home/apt,80,1,0,,,1,312
1529563,Cozy Double Room in London,8158879,Enrico,,Lambeth,51.44752828433915,-0.11429266191056076,Private room,60,2,26,2015-08-10,2.25,1,360
3640001,1DB - Private garden flat - Clapham,17190499,Mike And Vanessa,,Lambeth,51.4515353365597,-0.13900938017365636,Entire home/apt,99,3,1,2014-09-26,0.09,2,16
677572,1 bedroom apartment in the center,2635161,Pavel,,Lambeth,51.506748446882064,-0.1158089609606713,Entire home/apt,188,3,0,,,31,336
6763010,One bedroom flat in central London,15484562,James,,Lambeth,51.480871424322835,-0.12309778162817228,Entire home/apt,90,4,2,2015-08-23,2,1,59
638155,2 x Double Private Rooms in SW16,3171706,Claire,,Lambeth,51.42535604521213,-0.1226816801255409,Private room,50,1,2,2015-07-16,1.11,1,364
7396568,Bright Clean Room in Victorian Flat,10190908,Simon,,Lambeth,51.45506465046356,-0.14194192399714417,Private room,29,1,1,2015-08-17,1,3,21
6931604,Spacious studio flat available,8561332,Saskia,,Lambeth,51.45070664029553,-0.1148333639841319,Entire home/apt,50,1,4,2015-08-26,2.26,1,295
3227153,Stylish central London studio,16334185,Damien,,Lambeth,51.49026639105316,-0.11327304624557777,Entire home/apt,97,1,9,2015-07-28,0.62,1,219
4595037,SPACIOUS 1 BEDROOM APT IN BRIXTON,6073729,Philipp,,Lambeth,51.46490790346969,-0.10298299236926343,Entire home/apt,95,1,0,,,2,265
7380510,Streatham Hill/Balham apartment,38662922,Robert,,Lambeth,51.43616764178497,-0.13414179369676943,Entire home/apt,400,1,0,,,1,22
6944919,A roof terrace near Big Ben,36415081,Nina,,Lambeth,51.49291510227119,-0.11794266727779744,Entire home/apt,145,4,1,2015-07-07,0.51,1,40
8074787,Half price for weekend| London Eye,42655404,Diana,,Lambeth,51.50013812128933,-0.11223595490471037,Entire home/apt,179,1,0,,,1,365
552257,3 Bedrooms - Spacious Waterloo Home,67625,Jennifer At TheLondonAgent,,Lambeth,51.50195649958069,-0.10709815518626252,Entire home/apt,250,5,22,2015-07-06,0.59,11,281
6597249,double room,31811969,Angelo,,Lambeth,51.41689194153954,-0.12578108762872828,Private room,29,1,0,,,1,71
7107798,Huge Double Room Vauxhall Station,2499048,John,,Lambeth,51.48884860680331,-0.11933036153257609,Private room,35,1,4,2015-08-10,2.55,2,218
1788966,Good size room in a friendly house,1606029,Hulya,,Lambeth,51.4491383127034,-0.13448604706276582,Private room,35,2,10,2015-08-17,0.84,2,350
3546437,Luxury Penthouse with huge terrace,235708,Harry,,Lambeth,51.483995210282146,-0.11022974447866611,Entire home/apt,210,4,2,2015-07-21,0.15,1,0
7382060,Bright and airy double room ZONE 1,38670616,Laura,,Lambeth,51.488584922513645,-0.11871281220107563,Private room,50,1,6,2015-08-18,4.62,2,33
1486702,Best room&experience in Clapham SW4,6064766,Paulo,,Lambeth,51.46195563955891,-0.1335907573562361,Private room,45,3,51,2015-08-27,2.04,1,237
2545884,3 bed family home in Brixton,13000427,Melanie,,Lambeth,51.458892221070755,-0.11745057024007409,Entire home/apt,175,3,5,2014-12-31,0.30,1,21
5119248,Lovely bedroom in Central London,2634160,Carolina,,Lambeth,51.4811764530238,-0.12255773365944798,Private room,85,2,0,,,12,71
4232866,Nice room near by Brixton station,21965051,Sarah,,Lambeth,51.450047558935964,-0.11911396834301993,Private room,44,1,0,,,1,311
2746727,Comfortable apartment in Brixton,13971956,Bruce,,Lambeth,51.4708009986662,-0.11056398134679579,Entire home/apt,71,5,0,,,1,0
2241624,Central new build 2 bed apartment,4907289,Alastair,,Lambeth,51.49295436191115,-0.11060428804477551,Entire home/apt,150,10,1,2015-07-23,0.70,1,0
7043073,Sunny South London 2 Bed Flat,34167499,Paul,,Lambeth,51.43970050501529,-0.13124760604253763,Entire home/apt,95,2,3,2015-07-26,1.67,2,66
7418919,SPACIOUS QUIET ROOM WITH DOUBLE BED,3141902,Tony,,Lambeth,51.43006605485495,-0.10691441580543175,Private room,45,1,0,,,1,333
4273871,Cosy Double in Victorian Conversion,22188681,Kat,,Lambeth,51.444556565365424,-0.10463697624838955,Private room,60,1,0,,,1,305
2127743,Chic and Cosy flat near Big Ben.,10813666,Tony & Stephan,,Lambeth,51.4924872666602,-0.1217011149154157,Entire home/apt,75,1,99,2015-08-19,4.94,1,51
3176286,"Funky ensuite, central Brixton",16106372,Danni,,Lambeth,51.4630307141002,-0.1110437183248921,Private room,60,2,0,,,1,337
7239488,Loft double bedroom with en-suite,9066696,Charlotte,,Lambeth,51.45162462403025,-0.11799085177786316,Private room,45,2,4,2015-08-22,3.08,1,2
8139738,Double room  in designer flat,33438597,Abi,,Lambeth,51.455098838170656,-0.1405411010296238,Private room,42,1,0,,,1,365
6708890,Appartement moderne sur Clapham,4801845,Victor,,Lambeth,51.46185747964894,-0.1351918447041557,Private room,46,1,0,,,1,62
6580528,Private room in family home,14244081,Caroline,,Lambeth,51.47744095055123,-0.10845925043829681,Private room,55,2,1,2015-07-11,0.55,1,355
423697,Modern flat 15min to Central London,1403072,Thuwaibah And Julien,,Lambeth,51.47062305888365,-0.12340522969556378,Private room,49,3,70,2015-07-26,1.72,2,332
4421397,Double bedroom near Brixton station,5981253,Cindy,,Lambeth,51.44049173981118,-0.1101129988634675,Private room,35,3,31,2015-08-31,3.13,1,297
4481378,South London family home,23252376,Will And Laura,,Lambeth,51.4508156513255,-0.11103371053034704,Entire home/apt,195,7,7,2015-08-19,0.86,1,10
2443343,Light & spacious 2-bedroom flat,5204907,Anjoum,,Lambeth,51.48773767323214,-0.11202369807904293,Entire home/apt,110,5,0,,,1,269
3164234,Gorgeous Georgian Conversion,425330,Neil,,Lambeth,51.477092432548375,-0.10683025761570421,Entire home/apt,128,1,0,,,1,0
6304686,A super central room in London,5145065,Ricardo,,Lambeth,51.49245733162699,-0.11830731323050256,Private room,140,1,0,,,1,365
7632627,Short let for single or couple,10730669,Raffaele,,Lambeth,51.44856713426938,-0.12481563298986181,Private room,30,6,0,,,1,13
428900,Home Sweet Home in Streatham Hill,2131871,Lavinia,,Lambeth,51.432399710573485,-0.11815427010822636,Entire home/apt,60,1,3,2015-07-05,0.67,1,330
7167595,Luxury modern bedroom with balcony,18474044,Sara,,Lambeth,51.46789016169225,-0.12757568157032956,Private room,100,1,1,2015-07-09,0.53,1,365
1362534, Nice/well located flat in London!,1363903,Alejandro,,Lambeth,51.46085798235054,-0.0984564443137564,Entire home/apt,95,1,49,2015-08-14,1.98,2,361
3169872,Lovely single Bedroom for 1 person,16078305,Michelle,,Lambeth,51.4353847950114,-0.11641063487284847,Private room,31,1,20,2015-07-15,1.45,1,307
2973265,Stylish newly decorated 1BD flat.,15168180,Marwan,,Lambeth,51.47051808325136,-0.10932254874517282,Entire home/apt,78,3,8,2015-08-28,0.52,4,351
6846114,Ultra Cool Architect Designed House,10935732,Van,,Lambeth,51.45254863999179,-0.12669647023555844,Entire home/apt,260,3,0,,,1,297
5999456,"Cosy, Connected Studio in Stockwell",2960365,Ronda,,Lambeth,51.47635499603808,-0.12191131664154367,Entire home/apt,60,1,2,2015-05-19,0.48,1,221
351727,"Bright airy double room, central ",1781664,Hilda,,Lambeth,51.45511491126949,-0.10868650785348494,Private room,32,2,102,2015-07-14,2.56,1,154
7626234,Spacious double  room,7401932,Cristina,,Lambeth,51.43966876239541,-0.11002785432650096,Private room,30,1,2,2015-08-11,2,2,338
7184923,DBL Room 8mins walk from London Eye,26416462,Rebecca,,Lambeth,51.49366313370435,-0.11372434929695649,Private room,49,2,5,2015-08-25,5,2,35
6746931,Modern 2BD flat in vibrant Brixton,23421194,Robert,,Lambeth,51.449846881529474,-0.11989597683887648,Entire home/apt,85,5,0,,,1,7
6650734,Studio Flat in the heart of Brixton,5096714,Lawrence,,Lambeth,51.46263956381043,-0.11243400266562495,Entire home/apt,90,1,5,2015-08-09,2.11,1,345
375006,Waterloo Heights,1886636,Tope,,Lambeth,51.50046115514592,-0.1148210420423425,Private room,50,1,243,2015-08-29,5.88,5,102
2569670,Spacious Double Room Central London,13157219,Pepe,,Lambeth,51.499373939267684,-0.11088652904569289,Private room,50,1,91,2015-08-31,5.35,3,248
427080,Charming Southbank Studio SE1,1998937,Tim,,Lambeth,51.50163746867087,-0.112926104502359,Entire home/apt,85,3,164,2015-08-21,4.02,2,216
4469253,Cosy two level mews house,20983205,Marina,,Lambeth,51.43561055717465,-0.102487439767217,Entire home/apt,65,2,23,2015-08-10,2.82,1,339
1203409,Central Apartment near Southbank,5331467,Omar,,Lambeth,51.49826332546143,-0.11201868155147353,Entire home/apt,85,4,1,2013-08-01,0.04,1,328
3904216,Luxury Double Room in Clapham,18047855,David,,Lambeth,51.4590452730091,-0.13565749268864633,Private room,60,1,16,2015-08-17,1.51,1,351
809279,Victorian Apartment Clapham,4258077,Sophie & Jim,,Lambeth,51.46664693355495,-0.1345499484060998,Entire home/apt,105,5,8,2013-09-14,0.28,1,223
5123841,"Cosy 2BD - Zone1, Central LDN",7984003,Chris,,Lambeth,51.484088344829615,-0.11210771185593714,Entire home/apt,110,2,13,2015-07-21,2.11,1,286
1126108,Great Apartment Kennington London,6177892,Anastasios,,Lambeth,51.47882583080806,-0.11521733012409524,Entire home/apt,109,3,14,2015-08-23,0.52,1,361
7488202,House with garden in Kennington,6399123,Jeremy,,Lambeth,51.477310272333106,-0.11111507181706934,Entire home/apt,105,1,0,,,1,21
3430680,3 bed London apartment with parking,17289758,Kiko,,Lambeth,51.4445660820966,-0.14046654240967685,Entire home/apt,130,3,3,2015-08-06,0.24,1,244
3747519,Brixton zone 2 cozy sofa bed,13538576,Magdalena,,Lambeth,51.45729785225663,-0.1136780028711357,Shared room,50,1,0,,,1,365
4812927,Comfortable room in Brixton,8561838,Nadia,,Lambeth,51.4569588349473,-0.11651197283258988,Private room,30,2,8,2015-08-31,0.99,1,336
4992691,Beautiful Battersea 1BD townhouse ,13724156,Katherine,,Lambeth,51.468917721511964,-0.14233090080166744,Entire home/apt,100,2,8,2015-09-01,1.46,1,293
2305708,Cute bedroom in a period property!,11250331,Nick,,Lambeth,51.4417848827611,-0.13002467564947143,Private room,55,1,3,2014-09-20,0.21,1,365
5795944,The Spare Room,2659876,Michele,,Lambeth,51.41961473662544,-0.08437848360060596,Private room,19,3,3,2015-05-05,0.69,2,244
7106648,1 double bed in Clapham/Brixton,18976763,Holly,,Lambeth,51.443867634330154,-0.1294797109473253,Private room,25,1,1,2015-07-30,0.83,1,37
5026463,Double room in London,25941234,Charlotte,,Lambeth,51.483424847923985,-0.12403930848988996,Private room,60,2,3,2015-07-20,0.46,3,339
5639835,Private room in stylish modern flat,5301788,Stephen,,Lambeth,51.474460302381374,-0.11962409564821565,Private room,150,1,0,,,1,365
2992889,"Spacious, Light, Easy Access ",5564933,Amanda & Lawrence,,Lambeth,51.47099686711083,-0.11885845201497407,Private room,47,3,29,2015-08-03,1.89,1,214
6479246,Spacious Double Bedroom (Zone 2),33846142,Benno,,Lambeth,51.475993680608354,-0.11353472845563511,Private room,35,2,7,2015-08-01,2.59,1,64
495751,Charming en-suite room in Clapham ♥,2448493,Claudia,,Lambeth,51.462234303844134,-0.13800989360488528,Private room,60,1,145,2015-08-31,3.73,2,331
7540774,"Beautiful, cosy flat in SW London",14967778,Roper,,Lambeth,51.434480869604414,-0.1279587560714156,Entire home/apt,70,1,1,2015-08-02,0.91,1,61
2736618,Large double room (private),14000882,Maria,,Lambeth,51.491241930266874,-0.10677248174779094,Private room,60,1,48,2015-07-21,3.13,1,179
465435,En-suite room in modern 2 bed flat,2311270,Simon,,Lambeth,51.490433333018885,-0.11041609333952893,Private room,60,2,78,2015-07-24,1.95,1,153
7779279,"Double room tierney rd, Brixton hil",40877169,Leon,,Lambeth,51.443596767306865,-0.12684615725408313,Private room,40,1,0,,,1,0
7662018,"Bright, Spacious Flat with Terrace",29511539,Charlotte,,Lambeth,51.462147085367356,-0.10885571215578203,Entire home/apt,125,4,0,,,1,7
7587679,Gay share flat in Stockwell LDN,39791532,Nicholas,,Lambeth,51.47061316464522,-0.12164239446463408,Private room,40,1,0,,,1,23
2881173,"Dbl Rm, Ensuite, Garden & Car Space",26901,Terry,,Lambeth,51.480388469775164,-0.11986610454713696,Private room,89,1,0,,,1,333
6457519,Gorgeous Ensuite Double Room,5404325,Gabriele,,Lambeth,51.47748362974399,-0.11720617442170353,Private room,39,5,2,2015-08-03,0.95,2,66
8169293,En-Suite in Georgian Penthouse,19370288,James And Harriet,,Lambeth,51.45892955977927,-0.13001091440886675,Private room,40,1,0,,,1,365
1244295,Whole house in central Brixton,6782432,Anna,,Lambeth,51.46341420411609,-0.11916491707235152,Entire home/apt,110,5,8,2015-07-30,0.44,1,347
6863438,T3 au coeur de Londres,35965714,Emilie,,Lambeth,51.475775569380744,-0.12860798285559655,Private room,45,1,0,,,1,53
6913100,Lovely and bright 1 bed apartment,36224063,Louise,,Lambeth,51.469904849858594,-0.1391540800540224,Entire home/apt,90,3,4,2015-08-05,1.69,1,264
6394852,Charming one bedroom flat.,33343214,Kim,,Lambeth,51.469219525246935,-0.1213223611209371,Entire home/apt,90,1,0,,,2,85
4103539,Charming 1 BR in Brixton,1703407,Dan,,Lambeth,51.463446783057755,-0.1178473919427569,Entire home/apt,75,10,1,2014-11-05,0.10,1,315
5216416,Friends Guest House in Stockwell,21241056,Maria,,Lambeth,51.47211849456334,-0.1257657752053434,Private room,65,1,18,2015-07-12,2.89,5,365
6740650,1 Bedroom Flat - Center of Brixton,21585591,Ian,,Lambeth,51.46557823634212,-0.11525790359313456,Entire home/apt,72,1,0,,,1,333
6787554,Bedroom city center London,15371381,Emilie,,Lambeth,51.479255980012695,-0.1272894730811098,Private room,45,1,8,2015-09-02,3.43,1,341
72913,Dbl en suite @ Oval tube Sth London,379315,Matthew,,Lambeth,51.48064444626329,-0.11438739148408751,Private room,40,2,92,2015-07-17,1.69,1,23
7492090,Stylish Brixton Flat,39238553,Kate,,Lambeth,51.462677199703016,-0.11851572524715434,Entire home/apt,100,1,3,2015-08-14,2.81,1,362
726458,Double room With Private Bathroom,1470579,Angelo,,Lambeth,51.47999309729772,-0.1135857579953935,Private room,50,1,39,2015-06-29,1.11,2,343
456315,Cosy light room in Zone 2 (Oval),2267668,Sky,,Lambeth,51.47657788208845,-0.11592590732550757,Private room,27,4,60,2015-08-21,1.64,1,267
6370953,"Clean, Bright Room 3 Mins From Tube",33199016,Sergio,,Lambeth,51.476557321206116,-0.1230905748062914,Private room,42,2,3,2015-08-04,1.36,1,332
5276943,quiet sunny room tv central London,6141620,Manuela,,Lambeth,51.47720396369885,-0.12654456484969917,Private room,30,1,9,2015-08-20,1.30,18,252
3357790,Lovely room in homely central flat,16938933,Laura,,Lambeth,51.47986641563727,-0.11598780342595597,Private room,60,1,33,2015-08-20,2.29,3,345
726476,Double Room Centrally Located,1470579,Angelo,,Lambeth,51.47969690947022,-0.11243466972459186,Private room,40,1,92,2015-08-21,2.62,2,342
1188587,A Bedroom With a Lovely Breakfast,3817012,Alex & Imogen,,Lambeth,51.47678530237902,-0.11424295620641947,Private room,47,1,29,2015-08-13,1.07,1,32
7547993,Big Double Room (Central) London,39553722,Joe,,Lambeth,51.47454872471564,-0.1248910894314745,Private room,50,1,3,2015-08-16,2.73,1,356
4550924,Lovely private room in Vauxhall ,23596001,Melanie,,Lambeth,51.479640804948026,-0.12743294819589981,Private room,50,1,1,2015-06-22,0.41,1,308
570645,Quiet Sanctuary for Single Guest,2803012,Myra,,Lambeth,51.47905658304144,-0.11758264566989506,Private room,65,2,19,2015-07-30,0.66,2,365
3749786,Nice  room in SW8 Vauxhall,15671015,Jerome,,Lambeth,51.4751558194609,-0.1233803041485964,Private room,44,2,3,2015-07-20,0.26,1,319
4012991,(PL02) Central Located Double Room,9147979,Stefano,,Lambeth,51.47762090944482,-0.11996553883256277,Private room,40,1,6,2015-06-16,1.26,11,0
797551,Cosy Central Brixton Vintage Flat ,2338144,Steph & Ben,,Lambeth,51.46294801478229,-0.12188457446086434,Entire home/apt,100,1,65,2015-07-11,1.96,1,362
8005133,Bright Double Room in Oval,33905240,Edith,,Lambeth,51.47785513337752,-0.11238878056803103,Private room,40,1,1,2015-08-30,1,5,0
3307595,Central London room in lovely flat,13370567,Serena,,Lambeth,51.47991053378071,-0.11292538462101873,Private room,50,1,13,2015-08-16,2.93,2,103
3096708,"Entire apartment in Brixton, London",15749998,Louis,,Lambeth,51.46416125152738,-0.11884394623224201,Entire home/apt,105,2,15,2015-07-06,0.98,1,361
3180813,40.COSY ROOM IN THE HEART OF LD,14183645,Ann,,Lambeth,51.50369322937667,-0.10999814960121976,Private room,69,1,37,2015-08-18,2.46,2,330
4733126,LOCATION: BEAUTIFUL & COMFORTABLE ,3379584,Agustina,,Lambeth,51.466887458439814,-0.11507743301087126,Entire home/apt,80,1,3,2015-07-06,0.39,1,246
7380467,Double room,38662591,Aoife,,Lambeth,51.43455001309925,-0.10675190613334389,Private room,35,1,0,,,2,22
549299,"Calm, relaxing BLUE ROOM in zone 2",1890206,Francien,,Lambeth,51.44604733127525,-0.12150834474311831,Private room,45,2,19,2015-07-11,0.52,4,365
6989366,"Luxury, Spacious, Newly refurbished",36644173,Jean Francois,,Lambeth,51.44363144239434,-0.11295937325797341,Private room,30,1,1,2015-07-11,0.55,1,365
2623939,Stylish Brixton Garden Flat,3595796,Louise,,Lambeth,51.46906572793177,-0.10156073608786276,Entire home/apt,90,2,7,2015-07-26,0.42,1,257
5210278,"Stunning 1 Bedroom Flat, Brixton",11996599,Tim,,Lambeth,51.45916099728265,-0.11295397305093983,Entire home/apt,85,2,10,2015-08-25,1.45,1,336
2592475,Cosy and inviting London home,13073815,Nikki & Patrick,,Lambeth,51.45174727832845,-0.12849532710316514,Entire home/apt,150,4,1,2014-12-27,0.12,1,337
7963003,Sunny 2 Bed Flat in Vibrant Brixton,23994291,Chris,,Lambeth,51.45812646682997,-0.11938541076151674,Entire home/apt,70,1,0,,,1,223
7539250,Quiet room close to Brixton,28305713,Isra,,Lambeth,51.44299191778003,-0.12857173861619028,Private room,35,1,0,,,1,62
6200158,Double room in Zone 1 Waterloo,28954646,Phurichaya,,Lambeth,51.498382647039314,-0.11430066236909557,Private room,35,3,10,2015-08-25,3.33,1,28
889794,Single room in central London ,4721363,Eleanor,,Lambeth,51.48942937504366,-0.11398329173679429,Private room,40,2,29,2015-09-01,1.16,1,32
4591718,Kimono Towers Welcomes You,23802001,Matthew,,Lambeth,51.43439073981333,-0.1278070159065337,Private room,75,1,2,2014-12-06,0.21,1,265
6872716,CENTRAL LONDON - FAST AND EASY,36018823,Ann,,Lambeth,51.42479326312559,-0.12169467039248659,Private room,38,2,1,2015-08-01,0.88,3,310
4773243,1 bed flat 10 min to Central London,2586526,Ania,,Lambeth,51.45626018161615,-0.10657643881374851,Entire home/apt,75,2,6,2015-07-23,1.13,1,82
4237400,Cosy Victorian garden flat Brixton,12349584,Natalie And Charlie,,Lambeth,51.46040851799357,-0.1213969620534838,Entire home/apt,95,1,2,2015-07-27,0.19,2,365
6904474,Lovely 2 bed flat in Brixton,32418777,Julia,,Lambeth,51.45494947305623,-0.11455610912546567,Entire home/apt,100,1,0,,,1,47
8137736,West Dulwich Borders double room.,42970881,Mathias,,Lambeth,51.429776733969305,-0.0943746039759431,Private room,32,3,0,,,1,322
7951962,Modern 2 Bed Flat Central Brixton,16699760,James,,Lambeth,51.461927994353104,-0.11343283337383336,Entire home/apt,120,3,0,,,1,203
6822150,Modern townhouse with great light,34133764,Tim,,Lambeth,51.45968325151104,-0.09947216721239927,Entire home/apt,120,2,0,,,1,55
795138,London Clapham Apartment - 3,817926,Amit,,Lambeth,51.46510822166584,-0.1241961337829298,Entire home/apt,110,2,18,2015-06-27,0.60,6,339
7805143,Spacious Victorian garden flat,22034872,Iona,,Lambeth,51.460364557744356,-0.11298141313437716,Entire home/apt,70,1,0,,,1,0
3432906,Great Skyline Views on the Thames,17300614,Richard,,Lambeth,51.492065253338744,-0.12060000554024754,Entire home/apt,130,1,14,2015-07-19,1.71,1,241
2885846,London 2 Bedroom Apartment - 7,817926,Amit,,Lambeth,51.46839087587319,-0.12585429681320082,Entire home/apt,135,2,2,2015-02-26,0.13,6,283
6136945,STREATHAM Electric Gated ArtDeco8pl,31838473,Kirk,,Lambeth,51.41789051860205,-0.13626284735217822,Entire home/apt,99,2,1,2015-08-20,1,2,365
3018298,Summer House In Crystal Palace,13694841,Michael,,Lambeth,51.42474784511882,-0.08632531700482514,Entire home/apt,55,2,24,2015-08-17,1.64,1,214
3868458,Sunny large room + private veranda,13696120,Tony,,Lambeth,51.473696231006834,-0.1153502496021829,Private room,50,1,17,2015-07-29,1.46,1,356
3809272,Beautiful views over London skyline,19577292,Sally,,Lambeth,51.4714479328699,-0.1076165363254489,Entire home/apt,75,3,2,2015-08-31,2,1,263
7217140,Cozy 2 BD with parking included,1508155,Gabi,,Lambeth,51.47336158588677,-0.11290448557014274,Entire home/apt,80,3,0,,,3,334
6100701,Light and peaceful 2 bed mews flat,30859096,Jo,,Lambeth,51.46323737130255,-0.09822795053664826,Entire home/apt,90,2,6,2015-08-25,1.89,1,264
460572,Room for rent during the Olympics,2289749,Martin,,Lambeth,51.49287969182828,-0.10732378740042625,Private room,190,7,0,,,1,365
6685210,Charming luxury  in Central London,917969,Alex,,Lambeth,51.50364583007027,-0.1159358365437532,Private room,90,1,0,,,1,358
7576060,Cozy flat in the colourful Brixton!,25573377,Joana,,Lambeth,51.46683188416029,-0.10587828623098428,Entire home/apt,60,1,0,,,1,339
4123742,Gorgeous garden flat in hip Brixton,6751706,Lucy,,Lambeth,51.46540132724648,-0.10976646217595483,Entire home/apt,90,6,12,2015-07-27,1.17,1,265
3326726,Quiet Victorian converted apartment,16797114,Abby,,Lambeth,51.435315788445514,-0.10850952705216665,Entire home/apt,77,3,5,2015-07-27,0.36,2,258
4233685,Modern apartment with gated parking,13155240,Jan,,Lambeth,51.46650944904693,-0.11751947724229073,Entire home/apt,85,4,2,2015-04-11,0.39,1,346
6406868,Luxury Single/Double in Vauxhall,16528897,Karsten,,Lambeth,51.47667153351211,-0.1264618405871656,Private room,42,3,2,2015-08-18,2,4,235
6782129,Spacious & well located 2 bed flat,35504187,Karen,,Lambeth,51.46504832852185,-0.15003422350601725,Entire home/apt,125,2,3,2015-07-26,1.48,2,245
6472356,2 Bed Flat close to Central London,33812003,Oliver,,Lambeth,51.46966342299639,-0.1211662878803249,Entire home/apt,150,1,0,,,1,80
1109005," Large, comfortable, quiet room",4479867,Jason,,Lambeth,51.4598601448259,-0.1190400945951739,Private room,35,4,0,,,3,337
6986128,Cosy apartment in South London,6728401,Julia,,Lambeth,51.483061486834714,-0.11467040076919244,Private room,48,2,1,2015-08-11,1,1,365
7813928,Luxury @ South Bank - Nxt 2 LND EYE,20001519,VanZyl,,Lambeth,51.50473446794633,-0.11422375987356703,Entire home/apt,145,3,1,2015-08-24,1,5,215
4084535,Apartment near Central London,21185358,Cynthia,,Lambeth,51.47600554011773,-0.10188731414056164,Entire home/apt,83,1,3,2015-06-27,0.71,1,365
6981907,Beautiful large bedroom,21913060,Rebecca,,Lambeth,51.422331976051,-0.13050543428076963,Private room,40,1,0,,,1,365
4876828,Cosy Vauxhall/Central London Room,2499048,John,,Lambeth,51.489007087702234,-0.11818261658858444,Private room,38,1,6,2015-08-03,2.34,2,244
3825632,Near Thames: Quiet Street + balcony,2122693,Vaughan,,Lambeth,51.4881522046333,-0.11763234182754687,Private room,40,1,0,,,1,152
6275043,Simple Room,6222992,越,,Lambeth,51.50245442131409,-0.11736837049952867,Private room,28,1,2,2015-05-12,0.52,1,96
7158645,Private room in Waterloo,15418378,Julien,,Lambeth,51.500590032221076,-0.11191280574772405,Private room,70,1,0,,,1,33
6723578,Sunny room in the heart of London,947215,Neha,,Lambeth,51.50143787299616,-0.10910546533725339,Private room,50,1,0,,,1,46
4884566,Sunny room in trendy Brixton,4742592,Iara,,Lambeth,51.4448564050674,-0.11855754838928978,Private room,30,1,0,,,1,273
1089111,Luxury Spacious Apartment A,1184548,Owen,,Lambeth,51.50221525743453,-0.11058661820699675,Entire home/apt,150,2,16,2015-07-07,0.56,2,343
4370644,Lovely & Spacious double room ,7401932,Cristina,,Lambeth,51.44074336514315,-0.11058864038961365,Private room,30,1,3,2015-08-08,1.20,2,338
4139952,Central London apartment,13385497,Mary,,Lambeth,51.48603883099626,-0.1225091911011963,Entire home/apt,150,4,1,2015-06-29,0.45,1,303
2066106,"Charming family flat, free parking",10519622,Helga,,Lambeth,51.437034128006275,-0.11496671439296692,Entire home/apt,85,2,15,2015-07-02,0.79,1,280
7588383,The River Thames apartment 2,26528019,Sara,,Lambeth,51.491658524978504,-0.11299203646550096,Entire home/apt,145,3,1,2015-08-19,1,10,307
5591123,Double room in the heart of Brixton,1257953,Tess,,Lambeth,51.45688199640208,-0.11958372151994646,Private room,55,4,0,,,1,152
6194118,Double Room in trendy Brixton,6961971,Nick,,Lambeth,51.46367215994369,-0.12280070242786487,Private room,45,1,9,2015-08-08,3.00,2,88
3237695,Light spacious 1 bedroom appartment,6461659,Lisa,,Lambeth,51.448866348815,-0.12029828555544014,Entire home/apt,70,1,0,,,1,344
7431987,Bright and spacious 1 bedroom flat,38929976,Owain,,Lambeth,51.42595286074696,-0.13678160056148264,Entire home/apt,50,2,5,2015-08-17,3.95,1,0
8010419,Oval double with own bathroom,24788049,David,,Lambeth,51.4805712903517,-0.1128072061015727,Entire home/apt,60,3,0,,,2,0
3821560,"****Comfortable bedroom, Central",10673867,Anna,,Lambeth,51.467821870412514,-0.1476013020270836,Private room,37,2,39,2015-08-28,3.13,4,342
6639625,Cosy central flat exelent transport,34750836,Eivar,,Lambeth,51.46294982473455,-0.10945540035818303,Entire home/apt,150,1,0,,,1,71
7557096,Family home in Herne Hill.,39493882,Alex,,Lambeth,51.457151878716424,-0.10521611739671842,Entire home/apt,120,1,0,,,1,353
4810479,Cosy purple room in London :),6202068,Érica,,Lambeth,51.46703464626514,-0.1163262797044177,Private room,40,3,0,,,1,237
1054326,VERY LARGE DBLE ROOM SHORT TERM LET,5806141,Kash,,Lambeth,51.429862565260365,-0.1085587016508494,Private room,42,1,2,2015-02-14,0.28,2,266
6952565,A small flat with a European feel,36451048,Beatrice,,Lambeth,51.45753855259457,-0.10617018959613155,Entire home/apt,70,5,2,2015-08-20,1.02,1,54
941492,Waterloo Heights Exclusive,1886636,Tope,,Lambeth,51.49697310648075,-0.11622202347581742,Private room,50,1,30,2015-07-05,1.04,5,31
5225292,40.BEAUTIFUL ROOM CENTRE LONDON,14183645,Ann,,Lambeth,51.50550191817871,-0.11056263479248744,Private room,57,1,41,2015-08-05,6.24,2,328
6863698,Double bedroom in central London,35966788,Arthur,,Lambeth,51.45383268966252,-0.14645912977311812,Private room,85,1,1,2015-07-20,0.65,1,365
7398753,Central London Apartment (Sleeps 3),34207317,Pamela Sterling,,Lambeth,51.48849115592006,-0.11419922046218915,Entire home/apt,100,4,4,2015-08-25,3.24,4,312
5445529,Double Bedroom in vibrant Brixton,28241971,Laura,,Lambeth,51.45238474495274,-0.11510266880513806,Private room,40,2,19,2015-08-26,3.29,1,355
3321113,Stylish Flat in Central Location,16768288,Vivian,,Lambeth,51.48676692733532,-0.11941794892690513,Entire home/apt,95,3,8,2015-07-29,0.77,1,11
